,Unnamed: 0,away,home,id,match,stadium,stage,time,tv,y,year,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11,address,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv
1517,1517,東京ヴェルディ,松本山雅ＦＣ,15251,１０,松本平広域公園総合球技場,Ｊ２,38,スカパー！／スカパー！プレミアムサービス,8855.0,2013,0,0,晴,20.0,41,吉田　哲朗,松本山雅ＦＣ,野澤　洋輔,川鍋　良祐,多々良　敦斗,飯田　真輝,玉林　睦実,岩沼　俊介,喜山　康平,弦巻　健人,鐡戸　裕史,船山　貴之,塩沢　勝吾,東京ヴェルディ,佐藤　優也,井林　章,金　鐘必,石神　直哉,森　勇介,鈴木　惇,小池　純輝,西　紀寛,飯尾　一慶,中島　翔哉,高原　直泰,長野県松本市神林5300,20396,0,0,0.5233599225138182,64.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05,2.0,2
1518,1518,ザスパクサツ群馬,松本山雅ＦＣ,15265,１２,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス,11881.0,2013,1,1,晴,14.7,28,荒木　友輔,松本山雅ＦＣ,白井　裕人,川鍋　良祐,多々良　敦斗,飯田　真輝,鐡戸　裕史,岩沼　俊介,小松　憲太,玉林　睦実,楠瀬　章仁,船山　貴之,長沢　駿,ザスパクサツ群馬,内藤　圭佑,増田　繁人,中村　英之,小柳　達司,夛田　凌輔,黄　誠秀,加藤　弘堅,横山　翔平,青木　孝太,平繁　龍一,遠藤　敬佑,長野県松本市神林5300,20396,0,0,0.5233599225138182,58.27784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05,,2
1519,1519,ギラヴァンツ北九州,松本山雅ＦＣ,15286,１４,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス,8829.0,2013,1,1,晴,22.3,38,岡　宏道,松本山雅ＦＣ,白井　裕人,川鍋　良祐,多々良　敦斗,飯田　真輝,鐡戸　裕史,岩沼　俊介,喜山　康平,玉林　睦実,パク　カンイル,船山　貴之,長沢　駿,ギラヴァンツ北九州,武田　博行,宮本　亨,前田　和哉,渡邉　将基,冨士　祐樹,八角　剛史,アン　ヨンギュ,森村　昂太,小手川　宏基,キム　ドンフィ,柿本　健太,長野県松本市神林5300,20396,0,0,0.5233599225138182,67.31826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05,6.0,2
1520,1520,カターレ富山,松本山雅ＦＣ,15310,１６,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／ＮＨＫ長野,9974.0,2013,3,0,晴,26.3,43,家本　政明,松本山雅ＦＣ,野澤　洋輔,飯尾　竜太朗,川鍋　良祐,飯田　真輝,岩沼　俊介,多々良　敦斗,喜山　康平,玉林　睦実,パク　カンイル,船山　貴之,塩沢　勝吾,カターレ富山,守田　達弥,足助　翔,御厨　貴文,舩津　徹也,大西　容平,國吉　貴博,朝日　大輔,ソ　ヨンドク,木村　勝太,西川　優大,苔口　卓也,長野県松本市神林5300,20396,0,1,0.5233599225138182,72.64991,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05,6.0,3
1521,1521,ファジアーノ岡山,松本山雅ＦＣ,15335,１８,松本平広域公園総合球技場,Ｊ２,34,スカパー！／スカパー！プレミアムサービス,10015.0,2013,1,0,晴,21.6,59,塚田　健太,松本山雅ＦＣ,野澤　洋輔,川鍋　良祐,多々良　敦斗,飯田　真輝,玉林　睦実,岩沼　俊介,弦巻　健人,鐡戸　裕史,喜山　康平,船山　貴之,塩沢　勝吾,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,田中　奏一,千明　聖典,仙石　廉,田所　諒,石原　崇兆,荒田　智之,桒田　慎一朗,長野県松本市神林5300,20396,0,0,0.5233599225138182,67.97556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06,5.0,2
1522,1522,横浜ＦＣ,松本山雅ＦＣ,15364,２１,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,14614.0,2013,0,1,曇,22.1,77,篠藤　巧,松本山雅ＦＣ,白井　裕人,川鍋　良祐,多々良　敦斗,飯田　真輝,玉林　睦実,岩沼　俊介,ユン　ソンヨル,北井　佑季,喜山　康平,船山　貴之,塩沢　勝吾,横浜ＦＣ,シュナイダー　潤之介,野上　結貴,ペ　スンジン,森下　俊,中島　崇典,佐藤　謙介,松下　裕樹,寺田　紳一,内田　智也,大久保　哲哉,黒津　勝,長野県松本市神林5300,20396,0,0,0.5233599225138182,70.03683000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,06,5.0,2
1523,1523,水戸ホーリーホック,松本山雅ＦＣ,15376,２２,松本平広域公園総合球技場,Ｊ２,38,スカパー！／スカパー！プレミアムサービス,7153.0,2013,2,0,曇,22.3,76,長谷　拓,松本山雅ＦＣ,白井　裕人,玉林　睦実,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,ユン　ソンヨル,楠瀬　章仁,船山　貴之,ホドリゴ　カベッサ,水戸ホーリーホック,本間　幸司,近藤　岳登,細川　淳矢,冨田　大介,尾本　敬,輪湖　直樹,鈴木　雄斗,西岡　謙太,小澤　司,難波　宏明,三島　康平,長野県松本市神林5300,20396,0,0,0.5233599225138182,70.27352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,07,2.0,2
1524,1524,京都サンガF.C.,松本山雅ＦＣ,15398,２４,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,12151.0,2013,1,1,晴,26.9,58,野田　祐樹,松本山雅ＦＣ,白井　裕人,多々良　敦斗,犬飼　智也,飯田　真輝,玉林　睦実,岩沼　俊介,ユン　ソンヨル,喜山　康平,楠瀬　章仁,船山　貴之,ホドリゴ　カベッサ,京都サンガF.C.,オ　スンフン,安藤　淳,染谷　悠太,バヤリッツァ,福村　貴幸,秋本　倫孝,横谷　繁,工藤　浩平,駒井　善成,三平　和司,山瀬　功治,長野県松本市神林5300,20396,0,0,0.5233599225138182,75.24098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07,6.0,2
1525,1525,コンサドーレ札幌,松本山雅ＦＣ,15410,２５,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,11019.0,2013,2,4,晴,25.3,46,中村　太,松本山雅ＦＣ,白井　裕人,玉林　睦実,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,小松　憲太,吉田　眞紀人,楠瀬　章仁,船山　貴之,喜山　康平,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,チョ　ソンジン,上原　慎也,宮澤　裕樹,上里　一将,荒野　拓馬,内村　圭宏,砂川　誠,三上　陽輔,長野県松本市神林5300,20396,0,0,0.5233599225138182,71.73662,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07,5.0,2
1526,1526,徳島ヴォルティス,松本山雅ＦＣ,15443,２８,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,10680.0,2013,0,0,晴,28.6,71,吉田　哲朗,松本山雅ＦＣ,白井　裕人,多々良　敦斗,犬飼　智也,飯田　真輝,玉林　睦実,岩沼　俊介,喜山　康平,鐡戸　裕史,楠瀬　章仁,船山　貴之,長沢　駿,徳島ヴォルティス,松井　謙弥,藤原　広太朗,福元　洋平,橋内　優也,濱田　武,青山　隼,柴崎　晃誠,宮崎　光平,太田　圭輔,ドウグラス,津田　知宏,長野県松本市神林5300,20396,0,0,0.5233599225138182,79.41594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08,6.0,2
1527,1527,ジェフユナイテッド千葉,松本山雅ＦＣ,15454,２９,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,13044.0,2013,3,2,晴,27.9,61,池内　明彦,松本山雅ＦＣ,白井　裕人,玉林　睦実,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,飯尾　竜太朗,パク　カンイル,船山　貴之,長沢　駿,ジェフユナイテッド千葉,岡本　昌弘,米倉　恒貴,竹内　彬,山口　智,高橋　峻希,佐藤　健太郎,伊藤　大介,兵働　昭弘,谷澤　達也,大塚　翔平,田中　佑昌,長野県松本市神林5300,20396,0,0,0.5233599225138182,77.02481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08,6.0,2
1528,1528,ガイナーレ鳥取,松本山雅ＦＣ,15487,３２,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,10993.0,2013,2,1,曇,22.3,87,森川　浩次,松本山雅ＦＣ,村山　智彦,多々良　敦斗,犬飼　智也,飯田　真輝,阿部　巧,岩沼　俊介,喜山　康平,岩上　祐三,玉林　睦実,船山　貴之,塩沢　勝吾,ガイナーレ鳥取,小針　清允,柳楽　智和,林堂　眞,田中　雄大,尾崎　瑛一郎,実信　憲明,鮫島　晃太,森　英次郎,住田　貴彦,久保　裕一,永里　源気,長野県松本市神林5300,20396,0,0,0.5233599225138182,71.12899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09,6.0,2
1529,1529,ガンバ大阪,松本山雅ＦＣ,15509,３４,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／信越放送,17148.0,2013,2,2,晴,24.1,51,佐藤　隆治,松本山雅ＦＣ,白井　裕人,玉林　睦実,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,喜山　康平,岩上　祐三,阿部　巧,船山　貴之,塩沢　勝吾,ガンバ大阪,藤ヶ谷　陽介,加地　亮,丹羽　大輝,今野　泰幸,藤春　廣輝,内田　達也,遠藤　保仁,阿部　浩之,二川　孝広,ロチャ,宇佐美　貴史,長野県松本市神林5300,20396,0,0,0.5233599225138182,70.69609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09,6.0,3
1530,1530,栃木ＳＣ,松本山雅ＦＣ,15518,３５,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／長野放送,9933.0,2013,2,2,晴,23.2,48,木村　博之,松本山雅ＦＣ,村山　智彦,玉林　睦実,犬飼　智也,飯田　真輝,鐡戸　裕史,多々良　敦斗,喜山　康平,飯尾　竜太朗,岩上　祐三,船山　貴之,塩沢　勝吾,栃木ＳＣ,榎本　達也,菅　和範,チャ　ヨンファン,西岡　大輝,三都主　アレサンドロ,廣瀬　浩二,パウリーニョ,高木　和正,近藤　祐介,サビア,クリスティアーノ,長野県松本市神林5300,20396,0,0,0.5233599225138182,69.25264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,09,6.0,3
1531,1531,アビスパ福岡,松本山雅ＦＣ,15553,３８,松本平広域公園総合球技場,Ｊ２,31,スカパー！／スカパー！プレミアムサービス／長野朝日放送,9754.0,2013,2,1,晴,13.8,53,森川　浩次,松本山雅ＦＣ,村山　智彦,犬飼　智也,多々良　敦斗,飯田　真輝,阿部　巧,岩沼　俊介,喜山　康平,岩上　祐三,玉林　睦実,船山　貴之,塩沢　勝吾,アビスパ福岡,神山　竜一,パク　ゴン,堤　俊輔,オ　チャンヒョン,尾亦　弘友希,三島　勇太,中原　秀人,岡田　隆,金久保　順,石津　大介,坂田　大輔,長野県松本市神林5300,20396,0,0,0.5233599225138182,57.13986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6.0,3
1532,1532,モンテディオ山形,松本山雅ＦＣ,15575,４０,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／テレビ信州,8147.0,2013,2,3,雨のち曇,14.9,71,河合　英治,松本山雅ＦＣ,村山　智彦,犬飼　智也,多々良　敦斗,飯田　真輝,玉林　睦実,岩沼　俊介,喜山　康平,飯尾　竜太朗,岩上　祐三,船山　貴之,塩沢　勝吾,モンテディオ山形,常澤　聡,キム　ボムヨン,西河　翔吾,イ　ジュヨン,中村　太亮,宮阪　政樹,秋葉　勝,ロメロ　フランク,伊東　俊,中島　裕希,林　陵平,長野県松本市神林5300,20396,0,0,0.5233599225138182,58.689209999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6.0,3
1533,1533,愛媛ＦＣ,松本山雅ＦＣ,15597,４２,松本平広域公園総合球技場,Ｊ２,25,スカパー！／スカパー！プレミアムサービス,16885.0,2013,1,0,晴,12.4,35,塚田　健太,松本山雅ＦＣ,村山　智彦,犬飼　智也,飯尾　和也,多々良　敦斗,阿部　巧,岩沼　俊介,喜山　康平,岩上　祐三,玉林　睦実,船山　貴之,塩沢　勝吾,愛媛ＦＣ,秋元　陽太,関根　永悟,代　健司,園田　拓也,浦田　延尚,三原　向平,渡邊　一仁,村上　巧,東　浩史,加藤　大,渡辺　亮太,長野県松本市神林5300,20396,0,0,0.5233599225138182,55.6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6.0,2
1534,1534,Ｖ・ファーレン長崎,松本山雅ＦＣ,15998,３,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／信越放送,14048.0,2014,0,0,晴,11.6,37,佐藤　隆治,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,玉林　睦実,岩沼　俊介,多々良　敦斗,喜山　康平,サビア,船山　貴之,岩上　祐三,Ｖ・ファーレン長崎,大久保　択生,岡本　拓也,山口　貴弘,下田　光平,神崎　大輔,黒木　聖仁,三原　雅俊,野田　紘史,奥埜　博亮,東　浩史,佐藤　洸一,長野県松本市神林5300,20396,0,0,0.5233599225138182,54.65407999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,03,6.0,3
1535,1535,湘南ベルマーレ,松本山雅ＦＣ,16021,５,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス,9124.0,2014,1,4,雨,14.3,71,東城　穣,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,岩間　雄大,喜山　康平,岩上　祐三,船山　貴之,塩沢　勝吾,湘南ベルマーレ,秋元　陽太,遠藤　航,丸山　祐市,三竿　雄斗,宇佐美　宏和,菊地　俊介,永木　亮太,菊池　大介,大槻　周平,ウェリントン,武富　孝介,長野県松本市神林5300,20396,0,0,0.5233599225138182,57.78147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,03,6.0,2
1536,1536,京都サンガF.C.,松本山雅ＦＣ,16053,８,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス,11989.0,2014,2,2,曇,13.3,54,河合　英治,松本山雅ＦＣ,村山　智彦,岩間　雄大,飯尾　和也,飯田　真輝,犬飼　智也,喜山　康平,岩沼　俊介,田中　隼磨,塩沢　勝吾,岩上　祐三,船山　貴之,京都サンガF.C.,オ　スンフン,石櫃　洋祐,酒井　隆介,バヤリッツァ,比嘉　祐介,駒井　善成,ジャイロ,工藤　浩平,山瀬　功治,大黒　将志,有田　光希,長野県松本市神林5300,20396,0,0,0.5233599225138182,56.46118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,04,6.0,2
1537,1537,ＦＣ岐阜,松本山雅ＦＣ,16066,９,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／長野朝日放送,13657.0,2014,1,0,晴,20.4,26,高山　啓義,松本山雅ＦＣ,村山　智彦,犬飼　智也,飯田　真輝,飯尾　和也,田中　隼磨,岩沼　俊介,岩間　雄大,岩上　祐三,喜山　康平,船山　貴之,塩沢　勝吾,ＦＣ岐阜,川口　能活,野垣内　俊,木谷　公亮,阿部　正紀,三都主　アレサンドロ,ヘニキ,宮沢　正史,太田　圭輔,髙地　系治,遠藤　純輝,ナザリト,長野県松本市神林5300,20396,0,0,0.5233599225138182,64.35696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,04,5.0,3
1538,1538,愛媛ＦＣ,松本山雅ＦＣ,16086,１１,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／テレビ信州,13732.0,2014,2,1,晴,22.4,38,吉田　哲朗,松本山雅ＦＣ,村山　智彦,多々良　敦斗,飯田　真輝,犬飼　智也,田中　隼磨,岩間　雄大,岩沼　俊介,岩上　祐三,喜山　康平,サビア,船山　貴之,愛媛ＦＣ,児玉　剛,ハン　ヒフン,村上　佑介,林堂　眞,浦田　延尚,キム　ミンジェ,村上　巧,原川　力,堀米　勇輝,渡辺　亮太,表原　玄太,長野県松本市神林5300,20396,0,0,0.5233599225138182,67.43688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05,,3
1539,1539,横浜ＦＣ,松本山雅ＦＣ,16110,１３,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス／長野放送,11054.0,2014,2,0,晴,25.9,27,前田　拓哉,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,多々良　敦斗,岩上　祐三,岩間　雄大,岩沼　俊介,喜山　康平,船山　貴之,サビア,横浜ＦＣ,渋谷　飛翔,市村　篤司,ドウグラス,野上　結貴,永田　拓也,安　英学,寺田　紳一,小池　純輝,内田　智也,野崎　陽介,ホナウド,長野県松本市神林5300,20396,0,0,0.5233599225138182,70.34107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,05,6.0,3
1540,1540,ジュビロ磐田,松本山雅ＦＣ,16135,１５,松本平広域公園総合球技場,Ｊ２,38,スカパー！／スカパー！プレミアムサービス,15597.0,2014,2,1,晴のち曇,20.9,49,今村　義朗,松本山雅ＦＣ,村山　智彦,多々良　敦斗,飯田　真輝,犬飼　智也,岩沼　俊介,喜山　康平,岩間　雄大,田中　隼磨,岩上　祐三,塩沢　勝吾,船山　貴之,ジュビロ磐田,八田　直樹,櫻内　渚,木下　高彰,藤田　義明,ペク　ソンドン,フェルジナンド,小林　祐希,宮崎　智彦,山田　大記,前田　遼一,ポポ,長野県松本市神林5300,20396,0,0,0.5233599225138182,66.36059,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,05,5.0,2
1541,1541,ギラヴァンツ北九州,松本山雅ＦＣ,16172,１８,松本平広域公園総合球技場,Ｊ２,38,スカパー！／スカパー！プレミアムサービス,11347.0,2014,0,1,晴,20.0,55,河合　英治,松本山雅ＦＣ,村山　智彦,犬飼　智也,大久保　裕樹,飯田　真輝,田中　隼磨,ユン　ソンヨル,喜山　康平,岩沼　俊介,岩上　祐三,サビア,船山　貴之,ギラヴァンツ北九州,大谷　幸輝,星原　健太,渡邉　将基,前田　和哉,冨士　祐樹,八角　剛史,風間　宏希,小手川　宏基,井上　翔太,原　一樹,池元　友樹,長野県松本市神林5300,20396,0,0,0.5233599225138182,65.525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06,5.0,2
1542,1542,ザスパクサツ群馬,松本山雅ＦＣ,16176,１９,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,9728.0,2014,3,1,曇,23.6,65,上田　益也,松本山雅ＦＣ,村山　智彦,田中　隼磨,飯田　真輝,大久保　裕樹,犬飼　智也,岩沼　俊介,岩間　雄大,岩上　祐三,喜山　康平,サビア,船山　貴之,ザスパクサツ群馬,北　一真,小柳　達司,クォン　ハンジン,青木　良太,瀬川　和樹,青木　孝太,坂井　洋平,黄　誠秀,加藤　弘堅,宮崎　泰右,ダニエル　ロビーニョ,長野県松本市神林5300,20396,0,0,0.5233599225138182,71.30760000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,06,5.0,2
1543,1543,アビスパ福岡,松本山雅ＦＣ,16198,２１,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,11418.0,2014,2,1,晴のち曇,23.4,72,村上　伸次,松本山雅ＦＣ,村山　智彦,犬飼　智也,飯田　真輝,大久保　裕樹,喜山　康平,田中　隼磨,岩間　雄大,岩上　祐三,岩沼　俊介,船山　貴之,サビア,アビスパ福岡,神山　竜一,阿部　巧,三島　勇太,イ　グァンソン,堤　俊輔,パク　ゴン,武田　英二郎,中原　秀人,酒井　宣福,金森　健志,城後　寿,長野県松本市神林5300,20396,0,0,0.5233599225138182,71.63752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07,5.0,2
1544,1544,東京ヴェルディ,松本山雅ＦＣ,16219,２３,松本平広域公園総合球技場,Ｊ２,36,スカパー！／スカパー！プレミアムサービス,11600.0,2014,1,1,晴,29.8,62,窪田　陽輔,松本山雅ＦＣ,村山　智彦,犬飼　智也,飯田　真輝,多々良　敦斗,田中　隼磨,岩間　雄大,岩沼　俊介,喜山　康平,岩上　祐三,船山　貴之,サビア,東京ヴェルディ,キローラン　菜入,田村　直也,金　鐘必,井林　章,安在　和樹,吉野　恭平,鈴木　惇,澤井　直人,南　秀仁,常盤　聡,杉本　竜士,長野県松本市神林5300,20396,0,0,0.5233599225138182,79.86323999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07,5.0,2
1545,1545,ロアッソ熊本,松本山雅ＦＣ,16232,２４,松本平広域公園総合球技場,Ｊ２,38,スカパー！／スカパー！プレミアムサービス,11265.0,2014,2,1,曇,27.0,64,榎本　一慶,松本山雅ＦＣ,村山　智彦,犬飼　智也,飯田　真輝,多々良　敦斗,岩沼　俊介,岩間　雄大,田中　隼磨,岩上　祐三,喜山　康平,船山　貴之,サビア,ロアッソ熊本,畑　実,園田　拓也,篠原　弘次郎,キム　ビョンヨン,藏川　洋平,上村　周平,養父　雄仁,黒木　晃平,中山　雄登,齊藤　和樹,澤田　崇,長野県松本市神林5300,20396,0,0,0.5233599225138182,76.1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,07,2.0,2
1546,1546,カマタマーレ讃岐,松本山雅ＦＣ,16322,３２,松本平広域公園総合球技場,Ｊ２,26,スカパー！／スカパー！プレミアムサービス,,2014,0,0,晴,21.1,37,長谷　拓,松本山雅ＦＣ,村山　智彦,田中　隼磨,犬飼　智也,飯田　真輝,多々良　敦斗,岩間　雄大,ユン　ソンヨル,岩上　祐三,飯尾　竜太朗,船山　貴之,サビア,カマタマーレ讃岐,瀬口　拓弥,西野　泰正,エブソン,藤井　航大,武田　有祐,古田　寛幸,堀河　俊大,沼田　圭悟,アンドレア,木島　良輔,小澤　雄希,長野県松本市神林5300,20396,0,0,0.5233599225138182,65.82893,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,09,5.0,2
1547,1547,ＦＣ岐阜,徳島ヴォルティス,14315,２,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,Ｊ２,26,スカパー／ｅ２／スカパー光,6016.0,2012,3,0,曇,7.4,64,岡部　拓人,徳島ヴォルティス,榎本　達也,花井　聖,福元　洋平,エリゼウ,那須川　将大,斉藤　大介,上里　一将,徳重　隆明,鈴木　達也,津田　知宏,キム　ジョンミン,ＦＣ岐阜,野田　恭平,野田　明弘,池田　昇平,野垣内　俊,関田　寛士,服部　年宏,金　正賢,廣田　隆治,染矢　一樹,井上　平,佐藤　洸一,徳島県鳴門市撫養町立岩字四枚61,19637,0,0,0.24375965439391623,47.830639999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,03,6.0,3
